DataHora,FRP,RiscoFogo,DiaSemChuva,latitude_rad,longitude_rad,cluster_label,unix_time
2025-01-07 17:34:00+00:00,46.7,0.0,2.0,-0.1301991187378242,-0.6731898985891817,-1,173627124000.0
2025-01-08 16:34:00+00:00,34.9,1.0,13.0,-0.12230621626153024,-0.6611747029526023,-1,173635404000.0
2025-01-08 16:34:00+00:00,33.0,1.0,32.0,-0.12018948094471152,-0.6200695810742578,10,173635404000.0
2025-01-08 16:34:00+00:00,24.6,1.0,1.0,-0.13026963003960476,-0.6657818485790917,-1,173635404000.0
2025-01-08 16:34:00+00:00,20.9,1.0,32.0,-0.12015544702429763,-0.6198206971229234,10,173635404000.0
2025-01-09 17:13:00+00:00,20.8,0.93,10.0,-0.12287484453183,-0.6544886956540624,-1,173644278000.0
2025-01-09 17:13:00+00:00,28.6,1.0,48.0,-0.11832686556698316,-0.6182474573351757,11,173644278000.0
2025-01-09 17:13:00+00:00,22.4,1.0,23.0,-0.11219936362908148,-0.6300362837677714,12,173644278000.0
2025-01-09 17:13:00+00:00,18.0,1.0,3.0,-0.11584570550234803,-0.6623547200598757,-1,173644278000.0
2025-01-09 17:13:00+00:00,13.3,1.0,2.0,-0.12032596569221747,-0.6722158303336436,-1,173644278000.0
2025-01-09 17:13:00+00:00,32.0,1.0,21.0,-0.11219447670717589,-0.6301570605520095,12,173644278000.0
2025-01-09 17:13:00+00:00,26.6,1.0,47.0,-0.11842809466359883,-0.6183272188819919,11,173644278000.0
2025-01-11 16:54:00+00:00,39.8,0.01,2.0,-0.13517767042913803,-0.6665984881360999,13,173661444000.0
2025-01-11 16:54:00+00:00,9.4,0.8,27.0,-0.1326863874548413,-0.6257167684020106,-1,173661444000.0
2025-01-11 16:54:00+00:00,17.3,0.03,1.0,-0.1354928768920482,-0.6652486504926075,14,173661444000.0
2025-01-11 16:54:00+00:00,12.2,0.03,2.0,-0.1355197549625289,-0.6654352261896457,14,173661444000.0
2025-01-11 16:54:00+00:00,49.3,0.01,2.0,-0.13520350130206754,-0.666780700510008,13,173661444000.0
2025-01-14 17:15:00+00:00,7.9,0.0,0.0,-0.11386091707698007,-0.6586797547868765,15,173687490000.0
2025-01-14 17:15:00+00:00,16.2,0.0,0.0,-0.11368638415178065,-0.6587038403305538,15,173687490000.0
2025-01-16 16:54:00+00:00,13.1,0.02,0.0,-0.12415434540646704,-0.6169665601971371,-1,173704644000.0
2025-01-16 16:56:00+00:00,35.1,0.0,0.0,-0.11376282957301799,-0.6587246097486527,-1,173704656000.0
2025-01-16 16:56:00+00:00,12.2,0.04,0.0,-0.1160328047981618,-0.6187302154062774,-1,173704656000.0
2025-01-16 16:56:00+00:00,13.2,0.0,1.0,-0.11008280284518795,-0.6554442634195293,-1,173704656000.0
2025-01-17 17:34:00+00:00,29.7,0.0,2.0,-0.12650862003448218,-0.6711979543138805,-1,173713524000.0
2025-01-21 16:56:00+00:00,10.7,0.93,2.0,-0.1143160989459002,-0.6211752471553962,-1,173747856000.0
2025-01-21 16:56:00+00:00,9.7,0.02,0.0,-0.11204193493055158,-0.661021288511352,-1,173747856000.0
2025-01-21 16:56:00+00:00,7.0,0.0,0.0,-0.12289142515972393,-0.6582034544340072,-1,173747856000.0
2025-01-23 16:37:00+00:00,19.5,0.86,4.0,-0.12270851465411493,-0.6199744606300241,16,173765022000.0
2025-01-23 16:37:00+00:00,17.8,0.17,4.0,-0.11839842406631494,-0.6208706872009232,-1,173765022000.0
2025-01-23 16:37:00+00:00,13.6,0.6,4.0,-0.12155921534167666,-0.6219388287031438,-1,173765022000.0
2025-01-23 16:37:00+00:00,14.5,1.0,2.0,-0.11816175741974451,-0.6177929735979564,-1,173765022000.0
2025-01-23 16:37:00+00:00,22.8,0.73,4.0,-0.12251844829857275,-0.6199987207066269,16,173765022000.0
2025-01-24 17:17:00+00:00,15.0,0.05,1.0,-0.12424126280321635,-0.6732865898297421,-1,173773902000.0
2025-01-26 16:56:00+00:00,42.7,0.0,3.0,-0.13266736336599458,-0.6654483161590357,-1,173791056000.0
2025-01-26 16:56:00+00:00,9.5,0.0,3.0,-0.12970693588876178,-0.6547695191307082,-1,173791056000.0
2025-01-26 16:56:00+00:00,36.6,0.01,3.0,-0.13346899309143556,-0.6664033603257269,17,173791056000.0
2025-01-26 16:56:00+00:00,22.0,0.01,3.0,-0.13360739770111874,-0.6662024729288223,17,173791056000.0
2025-01-26 16:56:00+00:00,27.9,0.01,3.0,-0.13363235590942224,-0.6663773549198723,17,173791056000.0
2025-01-26 16:56:00+00:00,14.3,0.0,2.0,-0.13043945057582382,-0.6642210006290332,-1,173791056000.0
2025-01-26 16:56:00+00:00,8.6,0.0,3.0,-0.13017817478680027,-0.6635549829864722,-1,173791056000.0
2025-01-26 16:56:00+00:00,9.0,0.0,2.0,-0.13868403689639464,-0.6511544186510524,-1,173791056000.0
2025-01-26 16:56:00+00:00,10.9,0.02,3.0,-0.13472353575776908,-0.6639824141202856,-1,173791056000.0
2025-01-26 16:56:00+00:00,22.3,0.0,3.0,-0.13067123030048866,-0.6604149611292092,-1,173791056000.0
2025-01-26 16:56:00+00:00,31.6,0.01,3.0,-0.1332447182825543,-0.6648245354843728,-1,173791056000.0
2025-01-28 16:37:00+00:00,25.0,0.02,0.0,-0.12821625017463345,-0.6728427526009599,-1,173808222000.0
2025-01-31 16:56:00+00:00,9.2,0.25,3.0,-0.11879932619549803,-0.6627825002595394,-1,173834256000.0
2025-01-31 16:56:00+00:00,8.6,0.03,2.0,-0.13032879670124736,-0.6555917437413229,-1,173834256000.0
2025-01-31 16:56:00+00:00,10.3,0.49,2.0,-0.12338325894293595,-0.62419344503087,-1,173834256000.0
2025-01-31 16:56:00+00:00,7.0,0.02,2.0,-0.13759652223947696,-0.6467814962101807,-1,173834256000.0
2025-02-10 16:58:00+00:00,11.1,0.16,2.0,-0.12303209869743467,-0.6556631277077294,-1,173920668000.0
2025-02-10 16:58:00+00:00,12.8,0.19,1.0,-0.10804862160198857,-0.6554721886875613,18,173920668000.0
2025-02-10 16:58:00+00:00,11.1,0.19,1.0,-0.10807165994811488,-0.6556336316433707,18,173920668000.0
2025-02-12 16:39:00+00:00,87.3,0.65,5.0,-0.13433607266382636,-0.6643436972754484,-1,173937834000.0
2025-02-12 16:39:00+00:00,12.4,0.72,5.0,-0.12504027453477934,-0.6215063361144996,19,173937834000.0
2025-02-12 16:39:00+00:00,22.1,0.62,6.0,-0.12935158685305576,-0.6282831005341432,-1,173937834000.0
2025-02-12 16:39:00+00:00,30.0,0.43,4.0,-0.12048863037850334,-0.6610101184041391,20,173937834000.0
2025-02-12 16:39:00+00:00,30.6,0.44,4.0,-0.12047309694816058,-0.6613001921258207,20,173937834000.0
2025-02-12 16:39:00+00:00,17.3,0.36,5.0,-0.1250257883019878,-0.6215972677685284,19,173937834000.0
2025-02-13 17:19:00+00:00,51.9,0.74,6.0,-0.13465372258768932,-0.6637349264323528,-1,173946714000.0
2025-02-15 16:58:00+00:00,10.3,0.87,6.0,-0.13077228486417913,-0.6670042771871886,21,173963868000.0
2025-02-15 16:58:00+00:00,11.9,0.54,7.0,-0.12488075144114708,-0.6593394892441302,-1,173963868000.0
2025-02-15 16:58:00+00:00,14.9,0.83,7.0,-0.132846259614324,-0.6654889823306072,-1,173963868000.0
2025-02-15 16:58:00+00:00,9.5,0.87,6.0,-0.1307473266558756,-0.6668262536034851,21,173963868000.0
2025-02-15 16:58:00+00:00,16.3,0.76,7.0,-0.12453884144068139,-0.6713513687551309,-1,173963868000.0
2025-02-15 16:58:00+00:00,15.5,0.81,6.0,-0.12177266910919557,-0.6680291345239596,-1,173963868000.0
2025-02-15 16:58:00+00:00,9.8,0.99,7.0,-0.1231151763698296,-0.6526161318995977,-1,173963868000.0
2025-02-20 16:58:00+00:00,7.9,0.61,0.0,-0.13136936200128638,-0.66276103270974,22,174007068000.0
2025-02-20 16:58:00+00:00,9.8,0.6,0.0,-0.13134492739175846,-0.6625871979162413,22,174007068000.0
2025-02-20 16:58:00+00:00,15.3,0.9,0.0,-0.1160064503264567,-0.6186979268151155,-1,174007068000.0
2025-02-20 16:58:00+00:00,21.7,0.42,0.0,-0.11429026807297069,-0.6658485201565179,-1,174007068000.0
2025-02-20 16:58:00+00:00,21.7,0.48,0.0,-0.1304096054456147,-0.6591176578962018,23,174007068000.0
2025-02-20 16:58:00+00:00,22.2,0.48,0.0,-0.13043438912099303,-0.6592893982945981,23,174007068000.0
2025-02-20 16:58:00+00:00,31.9,0.62,0.0,-0.11981824941281231,-0.6661733259303141,-1,174007068000.0
2025-02-22 16:39:00+00:00,18.1,0.44,5.0,-0.1382089582740018,-0.6470380596102238,-1,174024234000.0
2025-02-22 16:39:00+00:00,27.6,0.66,2.0,-0.13418929047373362,-0.6735466438882893,-1,174024234000.0
2025-02-23 17:19:00+00:00,22.3,0.7,4.0,-0.13037295353132283,-0.6591855512041043,-1,174033114000.0
2025-02-25 16:58:00+00:00,32.3,0.91,5.0,-0.13484134548227872,-0.6679989403279001,-1,174050268000.0
2025-02-25 16:58:00+00:00,13.1,1.0,4.0,-0.12832690404920988,-0.6662305727297794,24,174050268000.0
2025-02-25 16:58:00+00:00,30.5,0.76,7.0,-0.1309914982182296,-0.6567754260400254,-1,174050268000.0
2025-02-25 16:58:00+00:00,16.5,1.0,5.0,-0.12830142224213076,-0.66605167648145,24,174050268000.0
2025-02-25 16:58:00+00:00,10.6,0.95,18.0,-0.1323235335033517,-0.6334035474936441,-1,174050268000.0
2025-02-25 16:58:00+00:00,8.1,0.84,19.0,-0.12772598718774822,-0.6249894897027047,-1,174050268000.0
2025-02-27 16:39:00+00:00,19.2,0.65,5.0,-0.13213207088440793,-0.6646086382559011,-1,174067434000.0
2025-03-04 16:39:00+00:00,18.8,0.58,0.0,-0.11353698396780992,-0.6589834420767234,-1,174110634000.0
2025-03-04 16:39:00+00:00,31.9,0.79,8.0,-0.13313912586280863,-0.6740323690191193,-1,174110634000.0
2025-03-07 16:58:00+00:00,14.9,0.59,4.0,-0.1205582690156579,-0.656692871966406,-1,174136668000.0
2025-03-12 16:58:00+00:00,14.5,1.0,2.0,-0.1157024139707593,-0.6170178728771457,25,174179868000.0
2025-03-12 16:58:00+00:00,22.9,1.0,2.0,-0.1158560029449348,-0.6169950090639447,25,174179868000.0
2025-03-12 16:58:00+00:00,23.2,0.58,2.0,-0.11806506617918403,-0.6186518501228628,-1,174179868000.0
2025-03-22 16:56:00+00:00,9.8,0.0,0.0,-0.11214002243451367,-0.6604975152028284,-1,174266256000.0
2025-03-25 17:17:00+00:00,9.3,0.47,3.0,-0.12937287986993007,-0.6652762266947889,-1,174292302000.0
2025-04-01 16:56:00+00:00,9.1,1.0,0.0,-0.12242280425556346,-0.6176931407647424,-1,174352656000.0
2025-04-01 16:56:00+00:00,11.7,1.0,0.0,-0.11314253955685921,-0.6203446449643721,-1,174352656000.0
2025-04-04 17:15:00+00:00,10.7,0.11,1.0,-0.11366037874592594,-0.6586078472216942,-1,174378690000.0
2025-04-06 16:54:00+00:00,6.6,0.24,0.0,-0.11318146039917869,-0.620207985683941,-1,174395844000.0
2025-04-09 17:13:00+00:00,14.9,0.62,2.0,-0.1293988852757848,-0.6653388840149356,-1,174421878000.0
2025-04-09 17:13:00+00:00,24.1,0.2,2.0,-0.12186569515832686,-0.6600953913431691,-1,174421878000.0
2025-04-11 16:54:00+00:00,12.9,1.0,0.0,-0.12256766658347899,-0.625574349535048,-1,174439044000.0
2025-04-11 16:54:00+00:00,9.4,0.29,1.0,-0.12470098252819166,-0.6226872258863989,-1,174439044000.0
2025-04-11 16:54:00+00:00,17.8,0.29,3.0,-0.12408139064373368,-0.6631992848849158,-1,174439044000.0
2025-04-14 17:11:00+00:00,15.4,0.88,1.0,-0.11237110402747771,-0.63208285684866,-1,174465066000.0
2025-04-14 17:11:00+00:00,20.8,1.0,2.0,-0.12443080555998294,-0.6265684890769839,-1,174465066000.0
2025-04-14 17:11:00+00:00,11.5,0.72,2.0,-0.12615100207074856,-0.6194622064945638,-1,174465066000.0
2025-04-19 17:11:00+00:00,4.4,0.95,7.0,-0.11526381272973311,-0.6172224254654796,-1,174508266000.0
2025-04-26 16:50:00+00:00,20.2,0.84,3.0,-0.1329656401351604,-0.6460920911556428,-1,174568620000.0
2025-04-26 16:50:00+00:00,13.5,1.0,9.0,-0.1274861789485242,-0.6223997701585955,-1,174568620000.0
2025-04-29 17:09:00+00:00,5.2,0.62,6.0,-0.11885657299496345,-0.619289069832766,-1,174594654000.0
2025-04-29 17:09:00+00:00,9.4,0.9,6.0,-0.12414038277245108,-0.6233202568060973,-1,174594654000.0
2025-05-02 17:26:00+00:00,16.4,1.0,10.0,-0.12929399098773994,-0.6244477395028856,-1,174620676000.0
2025-05-02 17:26:00+00:00,14.2,0.69,7.0,-0.12291638336802745,-0.66470829655619,-1,174620676000.0
2025-05-04 17:07:00+00:00,16.5,0.68,10.0,-0.11307639157820862,-0.6549452737863841,-1,174637842000.0
2025-05-04 17:07:00+00:00,27.5,1.0,11.0,-0.12738791691163692,-0.6281038552199633,-1,174637842000.0
2025-05-06 16:48:00+00:00,19.9,0.45,5.0,-0.1115392801059772,-0.6577819574196505,-1,174655008000.0
2025-05-06 16:48:00+00:00,13.5,1.0,13.0,-0.11584832349622602,-0.6167550262917955,-1,174655008000.0
2025-05-09 17:05:00+00:00,23.0,0.62,2.0,-0.1280050653351421,-0.6676647097761432,26,174681030000.0
2025-05-09 17:05:00+00:00,12.6,0.61,2.0,-0.12802408942398885,-0.6675660986734056,26,174681030000.0
2025-05-09 17:05:00+00:00,14.0,0.6,2.0,-0.12805044389569398,-0.6677577358252745,26,174681030000.0
2025-05-09 17:05:00+00:00,16.9,0.75,16.0,-0.12612674199414584,-0.6245716578797772,-1,174681030000.0
2025-05-12 17:24:00+00:00,15.6,0.99,16.0,-0.12277448809984032,-0.6545564144290398,-1,174707064000.0
2025-05-12 17:24:00+00:00,27.0,1.0,20.0,-0.13425282045850623,-0.6238684647241487,-1,174707064000.0
2025-05-14 17:02:00+00:00,6.1,1.0,20.0,-0.12105010279886992,-0.6253128992130992,-1,174724212000.0
2025-05-14 17:02:00+00:00,11.0,1.0,20.0,-0.12268861790064219,-0.6254441479728492,-1,174724212000.0
2025-05-17 17:22:00+00:00,8.1,0.88,20.0,-0.14084143838478483,-0.64773915837075,-1,174750252000.0
2025-05-19 17:02:00+00:00,8.3,1.0,2.0,-0.12097138844960496,-0.6363285447870614,-1,174767412000.0
2025-05-29 16:56:00+00:00,8.4,0.8,6.0,-0.13430570393484165,-0.6239342636369489,27,174853776000.0
2025-05-29 16:56:00+00:00,8.2,0.78,5.0,-0.13427847679851054,-0.6237428010180052,27,174853776000.0
2025-05-29 16:56:00+00:00,14.7,1.0,6.0,-0.12226677182043516,-0.6594215197189739,-1,174853776000.0
2025-05-30 17:37:00+00:00,11.8,1.0,9.0,-0.1199805650332478,-0.6704104617553807,-1,174862662000.0
2025-06-03 16:54:00+00:00,27.2,1.0,12.0,-0.12117122864895832,-0.6709187016335614,-1,174896964000.0
2025-06-04 17:34:00+00:00,7.5,1.0,14.0,-0.12066071984275,-0.6745589348544461,-1,174905844000.0
2025-06-11 17:11:00+00:00,9.8,1.0,17.0,-0.12122062146678976,-0.670785358478709,-1,174966186000.0
2025-06-16 17:09:00+00:00,5.4,0.91,16.0,-0.12130614260013749,-0.62491985106555,-1,175009374000.0
2025-06-24 17:24:00+00:00,9.2,1.0,16.0,-0.12826424672906328,-0.6466113266081112,-1,175078584000.0
2025-06-26 17:05:00+00:00,13.1,1.0,5.0,-0.12156130973677906,-0.6733260342708373,-1,175095750000.0
2025-06-26 17:05:00+00:00,19.1,1.0,10.0,-0.12119932844991543,-0.6707014081416881,-1,175095750000.0
2025-07-01 17:02:00+00:00,10.6,0.88,2.0,-0.12633687963608595,-0.6407534780396427,-1,175138932000.0
2025-07-03 16:41:00+00:00,41.1,1.0,4.0,-0.12212365482177162,-0.660851467975133,-1,175156086000.0
2025-07-04 17:20:00+00:00,8.3,1.0,6.0,-0.12935507751155975,-0.6563417117209047,-1,175164960000.0
2025-07-14 17:17:00+00:00,12.6,1.0,7.0,-0.12934041674584298,-0.6548660358383436,-1,175251342000.0
2025-07-16 16:54:00+00:00,13.6,0.72,9.0,-0.12439223378351387,-0.6194260781790475,-1,175268484000.0
2025-07-16 16:56:00+00:00,24.3,1.0,9.0,-0.11996346080657826,-0.6619960548985908,-1,175268496000.0
2025-07-21 16:54:00+00:00,127.2,1.0,16.0,-0.124408116279707,-0.663481330092038,28,175311684000.0
2025-07-21 16:54:00+00:00,89.0,1.0,16.0,-0.12432783113411526,-0.6635797666618505,28,175311684000.0
2025-07-22 17:32:00+00:00,8.4,1.0,44.0,-0.1158256342159501,-0.6571318222732826,-1,175320552000.0
2025-07-24 17:11:00+00:00,7.9,1.0,17.0,-0.14000333127797712,-0.6471591854603123,-1,175337706000.0
2025-07-24 17:11:00+00:00,9.9,1.0,17.0,-0.11797273826175352,-0.6622313252817597,-1,175337706000.0
2025-07-29 17:09:00+00:00,9.2,1.0,22.0,-0.12014410238415967,-0.6618799905033332,-1,175380894000.0
2025-07-29 17:09:00+00:00,19.5,1.0,24.0,-0.12426412661641748,-0.6633869077795052,-1,175380894000.0
2025-07-29 17:09:00+00:00,16.3,1.0,22.0,-0.12934146394339419,-0.6548946592380763,29,175380894000.0
2025-07-29 17:09:00+00:00,8.2,1.0,22.0,-0.12931336414243708,-0.654689583050967,29,175380894000.0
2025-08-01 17:26:00+00:00,10.4,1.0,29.0,-0.12725631908603655,-0.6474656652769625,-1,175406916000.0
2025-08-01 17:26:00+00:00,10.3,1.0,5.0,-0.11587642329718313,-0.6695549013560531,-1,175406916000.0
2025-08-08 17:05:00+00:00,17.3,1.0,2.0,-0.12026976609030325,-0.6739028655886213,-1,175467270000.0
2025-08-11 17:22:00+00:00,13.4,1.0,5.0,-0.12039961858665163,-0.6738566143634435,30,175493292000.0
2025-08-11 17:22:00+00:00,36.7,0.93,35.0,-0.12606303747644804,-0.6243896200387942,-1,175493292000.0
2025-08-11 17:22:00+00:00,20.5,1.0,7.0,-0.12438368167017909,-0.6634952927260539,31,175493292000.0
2025-08-11 17:22:00+00:00,43.0,1.0,7.0,-0.12436099238990315,-0.6633383876262996,31,175493292000.0
2025-08-11 17:22:00+00:00,9.0,1.0,12.0,-0.12773174677427981,-0.6632710179171727,-1,175493292000.0
2025-08-11 17:22:00+00:00,14.1,1.0,5.0,-0.12037623117467491,-0.6736941242100828,30,175493292000.0
2025-08-13 17:02:00+00:00,16.0,1.0,20.0,-0.14083358440315083,-0.6457353458565352,-1,175510452000.0
2025-08-14 17:39:00+00:00,8.9,1.0,10.0,-0.12940726285619436,-0.6669184069879904,-1,175519314000.0
2025-08-16 17:20:00+00:00,9.4,0.0,11.0,-0.12288252398053877,-0.6502602864752558,-1,175536480000.0
2025-08-18 16:58:00+00:00,29.9,1.0,11.0,-0.12778340852013884,-0.6661597123621485,-1,175553628000.0
2025-08-19 17:37:00+00:00,13.0,1.0,4.0,-0.11980498491049717,-0.6730097806103759,-1,175562502000.0
2025-08-19 17:37:00+00:00,65.8,1.0,4.0,-0.12042719478883314,-0.673812457533368,-1,175562502000.0
2025-08-21 17:17:00+00:00,16.5,1.0,6.0,-0.12107296661207104,-0.6722221135189508,-1,175579662000.0
2025-08-21 17:17:00+00:00,9.3,0.23,5.0,-0.13166571890827503,-0.6410761894183364,-1,175579662000.0
2025-08-23 16:56:00+00:00,45.2,1.0,8.0,-0.121269839751696,-0.6756005473520362,32,175596816000.0
2025-08-23 16:56:00+00:00,40.8,1.0,8.0,-0.12125291005795166,-0.6754790724360974,32,175596816000.0
2025-08-24 17:34:00+00:00,24.9,1.0,9.0,-0.12189135149833118,-0.6712276249111644,-1,175605684000.0
2025-08-24 17:34:00+00:00,14.2,0.24,8.0,-0.13171580985780726,-0.6412673029714298,-1,175605684000.0
2025-08-24 17:34:00+00:00,25.0,1.0,11.0,-0.12699155263850903,-0.664406354595595,-1,175605684000.0
2025-08-26 17:13:00+00:00,23.3,0.41,10.0,-0.1316695586326294,-0.641205343782984,33,175622838000.0
2025-08-26 17:13:00+00:00,15.8,1.0,29.0,-0.13286964702630072,-0.6750256358964293,-1,175622838000.0
2025-08-26 17:13:00+00:00,7.4,0.0,7.0,-0.12476765410561783,-0.6211337083191988,-1,175622838000.0
2025-08-26 17:13:00+00:00,10.6,0.01,7.0,-0.1186600489211889,-0.6179917665997586,-1,175622838000.0
2025-08-26 17:13:00+00:00,28.1,0.41,10.0,-0.13169451684093295,-0.6413788295106322,33,175622838000.0
2025-08-27 17:52:00+00:00,104.1,0.43,11.0,-0.1317386736710084,-0.6415875708891707,34,175631712000.0
2025-08-27 17:52:00+00:00,72.8,0.43,11.0,-0.13191006500355423,-0.641643770491085,34,175631712000.0
2025-08-28 16:54:00+00:00,58.1,1.0,12.0,-0.12157492330494461,-0.6636586555440406,-1,175640004000.0
2025-08-29 17:32:00+00:00,7.8,1.0,72.0,-0.1275219581981901,-0.6723739571638743,-1,175648872000.0
2025-09-08 17:26:00+00:00,19.2,0.99,28.0,-0.13390759433246174,-0.6738314816222148,-1,175735236000.0
2025-09-08 17:26:00+00:00,14.1,0.99,24.0,-0.11295299680009262,-0.6296669720980494,-1,175735236000.0
2025-09-08 17:26:00+00:00,11.2,1.0,24.0,-0.12113562393221763,-0.6600807305774522,-1,175735236000.0
2025-09-10 17:05:00+00:00,52.3,1.0,25.0,-0.13033246189267655,-0.6673222761769019,35,175752390000.0
2025-09-10 17:05:00+00:00,38.1,1.0,25.0,-0.13040402039200832,-0.6675247343701333,35,175752390000.0
2025-09-10 17:05:00+00:00,28.8,1.0,23.0,-0.11441924790469306,-0.6610986065972153,-1,175752390000.0
2025-09-10 17:05:00+00:00,23.2,0.59,26.0,-0.1288403799151466,-0.635103847250937,-1,175752390000.0
2025-09-10 17:05:00+00:00,29.3,1.0,25.0,-0.13036125982533447,-0.6671974851353843,35,175752390000.0
2025-09-11 17:43:00+00:00,13.7,1.0,27.0,-0.11718960902638366,-0.672670314070863,-1,175761258000.0
2025-09-13 17:24:00+00:00,8.0,1.0,28.0,-0.11447946176388686,-0.6214607830210226,-1,175778424000.0
2025-09-13 17:24:00+00:00,28.2,1.0,28.0,-0.11051669169723374,-0.6525819234462585,-1,175778424000.0
2025-09-14 18:02:00+00:00,62.2,1.0,28.0,-0.12155886627582627,-0.6633293119141892,-1,175787292000.0
2025-09-15 17:02:00+00:00,13.3,0.38,27.0,-0.12373633905061439,-0.6195594213338999,-1,175795572000.0
2025-09-15 17:02:00+00:00,64.5,1.0,30.0,-0.12294849742626415,-0.6520988163093066,-1,175795572000.0
2025-09-15 17:02:00+00:00,33.7,1.0,30.0,-0.12290468966203909,-0.6517720906733332,-1,175795572000.0
2025-09-16 17:39:00+00:00,36.3,1.0,26.0,-0.1280783691637259,-0.6522199421593949,36,175804434000.0
2025-09-16 17:39:00+00:00,13.5,1.0,27.0,-0.12806458106263513,-0.6521304067687677,36,175804434000.0
2025-09-16 17:39:00+00:00,11.5,1.0,24.0,-0.12811100682073817,-0.6524258910111304,36,175804434000.0
2025-09-16 17:39:00+00:00,21.6,1.0,25.0,-0.12809582245624582,-0.652336355620503,36,175804434000.0
